word	lemma	pos	wordfreq	lemfreq
compensations	compensation	n	215	16221
insects	insect	n	10329	16198
insect	insect	n	5869	16198
debate	debate	v	6163	16195
debated	debate	v	5696	16195
debating	debate	v	4336	16195
output	output	n	15063	16190
outputs	output	n	1127	16190
parliament	parliament	n	15683	16176
parliaments	parliament	n	493	16176
suite	suite	n	12972	16164
suites	suite	n	3192	16164
opposed	opposed	i	16159	16159
folded	fold	v	8284	16148
fold	fold	v	6063	16148
folding	fold	v	1795	16148
folds	fold	v	6	16148
separation	separation	n	15473	16144
separations	separation	n	671	16144
demon	demon	n	8472	16143
demons	demon	n	7671	16143
eating	eating	n	16136	16142
eatings	eating	n	6	16142
structural	structural	j	16138	16138
besides	besides	i	16135	16135
equality	equality	n	16076	16126
equalities	equality	n	50	16126
logical	logical	j	16111	16111
probability	probability	n	13538	16109
probabilities	probability	n	2571	16109
awaiting	await	v	6637	16102
await	await	v	3915	16102
awaits	await	v	3086	16102
awaited	await	v	2464	16102
generous	generous	j	16095	16095
acquisition	acquisition	n	12320	16072
acquisitions	acquisition	n	3752	16072
custody	custody	n	16070	16070
compromise	compromise	n	13028	16070
compromises	compromise	n	3042	16070
greeted	greet	v	7886	16069
greet	greet	v	5484	16069
greets	greet	v	1617	16069
greeting	greet	v	1082	16069
trash	trash	n	16053	16056
judicial	judicial	j	16050	16050
earthquake	earthquake	n	11834	16050
earthquakes	earthquake	n	4216	16050
insane	insane	j	16042	16042
realistic	realistic	j	16029	16029
wake	wake	n	15875	16026
wakes	wake	n	151	16026
assembled	assemble	v	7882	16017
assemble	assemble	v	5195	16017
assembling	assemble	v	2418	16017
assembles	assemble	v	522	16017
necessity	necessity	n	13258	16013
necessities	necessity	n	2755	16013
horn	horn	n	10330	16012
horns	horn	n	5682	16012
parameters	parameter	n	11489	16010
parameter	parameter	n	4521	16010
grip	grip	n	13570	16005
grips	grip	n	2435	16005
modified	modify	v	7137	16000
modify	modify	v	6174	16000
modifying	modify	v	2161	16000
modifies	modify	v	528	16000
signal	signal	v	4816	15998
signaled	signal	v	4066	15998
signaling	signal	v	3849	15998
signals	signal	v	2637	15998
signalling	signal	v	328	15998
signalled	signal	v	302	15998
sponsored	sponsor	v	10091	15998
sponsor	sponsor	v	2900	15998
sponsoring	sponsor	v	2105	15998
sponsors	sponsor	v	902	15998
mathematics	mathematics	n	15994	15994
hallway	hallway	n	13479	15988
hallways	hallway	n	2509	15988
african-american	African-american	j	15763	15963
africanamerican	African-american	j	200	15963
any	any	r	15957	15957
liability	liability	n	13164	15952
liabilities	liability	n	2788	15952
crawl	crawl	v	5527	15944
crawling	crawl	v	4652	15944
crawled	crawl	v	4467	15944
crawls	crawl	v	1298	15944
theoretical	theoretical	j	15943	15943
condemned	condemn	v	6653	15942
condemn	condemn	v	5179	15942
condemning	condemn	v	2860	15942
condemns	condemn	v	1250	15942
fluid	fluid	n	12061	15938
fluids	fluid	n	3877	15938
homeland	homeland	n	14959	15934
homelands	homeland	n	975	15934
technological	technological	j	15934	15934
exam	exam	n	10610	15933
exams	exam	n	5323	15933
anchor	anchor	n	14039	15923
anchors	anchor	n	1884	15923
spell	spell	v	6807	15921
spelled	spell	v	4621	15921
spelling	spell	v	2628	15921
spells	spell	v	1582	15921
spelt	spell	v	283	15921
considering	considering	c	15896	15896
conscious	conscious	j	15895	15895
vitamin	vitamin	n	10851	15887
vitamins	vitamin	n	5036	15887
known	known	j	15885	15885
hostage	hostage	n	8957	15872
hostages	hostage	n	6915	15872
reserved	reserve	v	9092	15866
reserve	reserve	v	4874	15866
reserves	reserve	v	1128	15866
reserving	reserve	v	772	15866
actively	actively	r	15862	15862
mill	mill	n	12313	15859
mills	mill	n	3516	15859
milli	mill	n	30	15859
teenage	teenage	j	14663	15845
teen-age	teenage	j	1182	15845
respect	respect	i	15832	15832
retrieved	retrieve	v	8579	15830
retrieve	retrieve	v	5523	15830
retrieving	retrieve	v	1194	15830
retrieves	retrieve	v	534	15830
processing	processing	n	15825	15825
sentiment	sentiment	n	10732	15815
sentiments	sentiment	n	5083	15815
offering	offering	n	7961	15814
offerings	offering	n	7853	15814
oral	oral	j	15805	15805
convinced	convinced	j	15803	15803
photography	photography	n	15803	15803
coin	coin	n	8959	15797
coins	coin	n	6838	15797
laptop	laptop	n	12226	15796
laptops	laptop	n	3518	15796
lap-top	laptop	n	52	15796
bounced	bounce	v	5476	15792
bounce	bounce	v	4883	15792
bouncing	bounce	v	4056	15792
bounces	bounce	v	1377	15792
goodness	goodness	n	15790	15790
affiliation	affiliation	n	14144	15784
affiliations	affiliation	n	1640	15784
punch	punch	v	6130	15780
punched	punch	v	5582	15780
punching	punch	v	3054	15780
punches	punch	v	1014	15780
burst	burst	v	10692	15772
bursting	burst	v	3220	15772
bursts	burst	v	1851	15772
bursted	burst	v	9	15772
bee	bee	n	8501	15760
bees	bee	n	7259	15760
blessing	blessing	n	10554	15758
blessings	blessing	n	5204	15758
command	command	v	6778	15758
commanded	command	v	5377	15758
commands	command	v	2799	15758
commanding	command	v	804	15758
continuous	continuous	j	15752	15752
above	above	j	15751	15751
landing	landing	n	13305	15743
landings	landing	n	2438	15743
repair	repair	n	10022	15742
repairs	repair	n	5720	15742
worries	worry	n	8505	15739
worry	worry	n	7234	15739
ritual	ritual	n	9333	15737
rituals	ritual	n	6404	15737
bath	bath	n	12685	15725
baths	bath	n	3040	15725
sneak	sneak	v	7435	15716
sneaking	sneak	v	3375	15716
snuck	sneak	v	2591	15716
sneaked	sneak	v	1280	15716
sneaks	sneak	v	1035	15716
historically	historically	r	15703	15703
mud	mud	n	15525	15699
muds	mud	n	174	15699
scan	scan	v	4890	15695
scanning	scan	v	4874	15695
scanned	scan	v	4646	15695
scans	scan	v	1285	15695
reminder	reminder	n	12471	15692
reminders	reminder	n	3221	15692
hers	hers	p	15685	15685
slavery	slavery	n	15684	15684
supervisor	supervisor	n	10008	15672
supervisors	supervisor	n	5664	15672
quantity	quantity	n	8970	15672
quantities	quantity	n	6702	15672
olympics	Olympics	n	15664	15664
pleasant	pleasant	j	15573	15653
pleasanter	pleasant	j	57	15653
pleasantest	pleasant	j	23	15653
slope	slope	n	10615	15651
slopes	slope	n	5036	15651
skirt	skirt	n	11149	15648
skirts	skirt	n	4497	15648
outlets	outlet	n	8394	15645
outlet	outlet	n	7251	15645
curtain	curtain	n	9191	15640
curtains	curtain	n	6449	15640
declaration	declaration	n	13614	15635
declarations	declaration	n	2021	15635
sealed	seal	v	7290	15632
seal	seal	v	5181	15632
seals	seal	v	1644	15632
sealing	seal	v	1517	15632
immune	immune	j	15631	15631
switch	switch	n	13104	15630
switches	switch	n	2526	15630
calendar	calendar	n	13603	15617
calendars	calendar	n	2014	15617
paragraph	paragraph	n	11815	15612
paragraphs	paragraph	n	3797	15612
identical	identical	j	15611	15611
credited	credit	v	5406	15608
credits	credit	v	5242	15608
credit	credit	v	4554	15608
crediting	credit	v	406	15608
regret	regret	v	10680	15607
regretted	regret	v	2736	15607
regrets	regret	v	1368	15607
regretting	regret	v	823	15607
quest	quest	n	14602	15593
quests	quest	n	991	15593
flat	flat	n	12267	15583
flats	flat	n	3316	15583
entrepreneurs	entrepreneur	n	9230	15581
entrepreneur	entrepreneur	n	6351	15581
specified	specify	v	6440	15567
specify	specify	v	5598	15567
specifies	specify	v	2034	15567
specifying	specify	v	1495	15567
stumbled	stumble	v	8119	15561
stumble	stumble	v	3065	15561
stumbling	stumble	v	2752	15561
stumbles	stumble	v	1625	15561
clay	clay	n	15052	15557
clays	clay	n	505	15557
noon	noon	n	15522	15551
noons	noon	n	29	15551
last	last	r	15550	15550
stripped	strip	v	7127	15548
strip	strip	v	4087	15548
stripping	strip	v	2464	15548
strips	strip	v	1870	15548
elbow	elbow	n	9829	15543
elbows	elbow	n	5711	15543
outstanding	outstanding	j	15537	15537
uh-huh	uh-huh	u	15532	15532
unity	unity	n	15385	15519
unities	unity	n	114	15519
u-ni-ty	unity	n	20	15519
rent	rent	n	12846	15515
rents	rent	n	2669	15515
manipulate	manipulate	v	6606	15513
manipulated	manipulate	v	5072	15513
manipulating	manipulate	v	3279	15513
manipulates	manipulate	v	556	15513
airplane	airplane	n	10606	15512
airplanes	airplane	n	4906	15512
portfolio	portfolio	n	12449	15509
portfolios	portfolio	n	3060	15509
mysterious	mysterious	j	15507	15507
delicious	delicious	j	15506	15506
northwest	northwest	n	15241	15505
north-west	northwest	n	264	15505
sweat	sweat	n	14266	15505
sweats	sweat	n	1239	15505
profound	profound	j	15402	15497
profoundest	profound	j	70	15497
profounder	profound	j	25	15497
sacrifice	sacrifice	v	7266	15484
sacrificed	sacrifice	v	4572	15484
sacrificing	sacrifice	v	2859	15484
sacrifices	sacrifice	v	787	15484
treasure	treasure	n	10591	15484
treasures	treasure	n	4893	15484
flour	flour	n	15148	15472
flours	flour	n	324	15472
lightly	lightly	r	15472	15472
rally	rally	n	12049	15471
rallies	rally	n	3417	15471
rallys	rally	n	5	15471
default	default	n	14224	15454
defaults	default	n	1230	15454
alongside	alongside	i	15454	15454
plains	plain	n	8270	15447
plain	plain	n	7177	15447
hugged	hug	v	5319	15443
hug	hug	v	5093	15443
hugging	hug	v	3610	15443
hugs	hug	v	1421	15443
isolated	isolate	v	8452	15433
isolate	isolate	v	4257	15433
isolates	isolate	v	1697	15433
isolating	isolate	v	1027	15433
exploration	exploration	n	13974	15421
explorations	exploration	n	1447	15421
secure	secure	j	15409	15420
securest	secure	j	8	15420
limbs	limb	n	8129	15391
limb	limb	n	7262	15391
enrolled	enroll	v	9958	15391
enroll	enroll	v	3751	15391
enrolling	enroll	v	1352	15391
enrolls	enroll	v	243	15391
enrol	enroll	v	83	15391
outer	outer	j	15390	15390
charter	charter	n	13618	15390
charters	charter	n	1772	15390
southwest	southwest	n	15185	15385
south-west	southwest	n	200	15385
escape	escape	n	14429	15376
escapes	escape	n	947	15376
arena	arena	n	12788	15361
arenas	arena	n	2570	15361
witch	witch	n	11328	15359
witches	witch	n	4031	15359
upcoming	upcoming	j	15322	15358
up-coming	upcoming	j	36	15358
forty	forty	m	15352	15352
someday	someday	r	15352	15352
united	unite	v	7829	15351
unite	unite	v	4954	15351
unites	unite	v	1428	15351
uniting	unite	v	1140	15351
courtesy	courtesy	n	15136	15350
courtesies	courtesy	n	214	15350
statue	statue	n	11114	15343
statues	statue	n	4229	15343
fist	fist	n	10076	15331
fists	fist	n	5255	15331
castle	castle	n	13895	15330
castles	castle	n	1435	15330
precise	precise	j	15330	15330
squad	squad	n	13236	15328
squads	squad	n	2092	15328
cruise	cruise	n	12937	15327
cruises	cruise	n	2390	15327
joking	joke	v	6957	15321
joked	joke	v	4244	15321
joke	joke	v	2792	15321
jokes	joke	v	1328	15321
legally	legally	r	15315	15315
embassy	embassy	n	13013	15303
embassies	embassy	n	2290	15303
patience	patience	n	15298	15298
medium	medium	j	15296	15296
thereby	thereby	r	15288	15288
bush	bush	n	9390	15262
bushes	bush	n	5872	15262
purple	purple	j	15253	15255
peer	peer	v	6415	15226
peered	peer	v	4704	15226
peering	peer	v	3695	15226
peers	peer	v	412	15226
electrical	electrical	j	15225	15225
outfit	outfit	n	10899	15213
outfits	outfit	n	4314	15213
cage	cage	n	12278	15211
cages	cage	n	2933	15211
retired	retired	j	15207	15207
shark	shark	n	8884	15207
sharks	shark	n	6323	15207
lobby	lobby	n	13941	15206
lobbies	lobby	n	1265	15206
sidewalk	sidewalk	n	11438	15203
sidewalks	sidewalk	n	3765	15203
near	near	r	14019	15200
nearer	near	r	1181	15200
runner	runner	n	8017	15188
runners	runner	n	7171	15188
ankle	ankle	n	10387	15182
ankles	ankle	n	4795	15182
attraction	attraction	n	10520	15180
attractions	attraction	n	4660	15180
fool	fool	v	7460	15179
fooled	fool	v	4876	15179
fooling	fool	v	2833	15179
fools	fool	v	10	15179
artificial	artificial	j	15142	15142
mercy	mercy	n	14656	15139
mercies	mercy	n	483	15139
indigenous	indigenous	j	15139	15139
slapped	slap	v	6224	15130
slap	slap	v	4543	15130
slapping	slap	v	2484	15130
slaps	slap	v	1879	15130
tune	tune	n	10791	15126
tunes	tune	n	4335	15126
dancer	dancer	n	7828	15125
dancers	dancer	n	7297	15125
candles	candle	n	8190	15125
candle	candle	n	6935	15125
sexually	sexually	r	15120	15120
needle	needle	n	9259	15115
needles	needle	n	5856	15115
hidden	hidden	j	15111	15111
chronicle	Chronicle	n	12851	15106
chronicles	Chronicle	n	2255	15106
suburbs	suburb	n	9911	15106
suburb	suburb	n	5195	15106
toxic	toxic	j	15101	15101
underlying	underlying	j	15095	15095
sensors	sensor	n	8110	15084
sensor	sensor	n	6974	15084
deployed	deploy	v	8079	15082
deploy	deploy	v	4483	15082
deploying	deploy	v	2007	15082
deploys	deploy	v	513	15082
debut	debut	n	13885	15081
debuts	debut	n	1196	15081
starring	star	v	6374	15075
star	star	v	4105	15075
starred	star	v	3218	15075
stars	star	v	1378	15075
magnitude	magnitude	n	14211	15074
magnitudes	magnitude	n	863	15074
suspicion	suspicion	n	10710	15070
suspicions	suspicion	n	4360	15070
pro	pro	j	15067	15067
colonial	colonial	j	15065	15065
icon	icon	n	9849	15065
icons	icon	n	5216	15065
grandma	grandma	n	14741	15063
grandmas	grandma	n	322	15063
info	info	n	15051	15051
jurisdiction	jurisdiction	n	11551	15049
jurisdictions	jurisdiction	n	3498	15049
iranian	Iranian	j	15043	15043
seniors	senior	n	13275	15032
senior	senior	n	1757	15032
parade	parade	n	13299	15028
parades	parade	n	1729	15028
seal	seal	n	9608	15019
seals	seal	n	5411	15019
archives	archive	n	9748	15007
archive	archive	n	5259	15007
gifted	gifted	j	15000	15000
rage	rage	n	14510	14996
rages	rage	n	486	14996
outdoor	outdoor	j	14995	14995
ending	ending	n	12435	14992
endings	ending	n	2557	14992
loop	loop	n	11953	14987
loops	loop	n	3034	14987
altogether	altogether	r	14986	14986
chase	chase	n	14820	14979
chases	chase	n	159	14979
burning	burning	j	14976	14976
reception	reception	n	12911	14976
receptions	reception	n	2065	14976
locals	local	n	9058	14975
local	local	n	5917	14975
crushed	crush	v	7730	14968
crush	crush	v	4928	14968
crushing	crush	v	2308	14968
premise	premise	n	9739	14964
premises	premise	n	5225	14964
deemed	deem	v	11297	14964
deem	deem	v	2101	14964
deems	deem	v	1336	14964
deeming	deem	v	230	14964
automatic	automatic	j	14953	14953
whale	whale	n	8726	14947
whales	whale	n	6221	14947
mechanical	mechanical	j	14945	14945
credibility	credibility	n	14944	14944
drain	drain	v	7285	14944
drained	drain	v	5260	14944
draining	drain	v	2391	14944
drains	drain	v	8	14944
drifted	drift	v	6245	14941
drifting	drift	v	4478	14941
drift	drift	v	4217	14941
loyalty	loyalty	n	13230	14935
loyalties	loyalty	n	1705	14935
promising	promising	j	14933	14933
tide	tide	n	12073	14929
tides	tide	n	2856	14929
travelers	traveler	n	10109	14928
traveler	traveler	n	4819	14928
grief	grief	n	14761	14918
griefs	grief	n	157	14918
metaphor	metaphor	n	10789	14916
metaphors	metaphor	n	4127	14916
skull	skull	n	12498	14911
skulls	skull	n	2413	14911
pursuit	pursuit	n	12211	14909
pursuits	pursuit	n	2698	14909
therapist	therapist	n	10736	14907
therapists	therapist	n	4171	14907
backup	backup	n	12161	14904
backups	backup	n	1345	14904
back-up	backup	n	1306	14904
back-ups	backup	n	92	14904
workplace	workplace	n	13235	14897
workplaces	workplace	n	1614	14897
work-place	workplace	n	43	14897
work-places	workplace	n	5	14897
instinct	instinct	n	8318	14894
instincts	instinct	n	6576	14894
exports	export	n	7693	14889
export	export	n	7196	14889
bleeding	bleed	v	7263	14888
bleed	bleed	v	4383	14888
bled	bleed	v	2338	14888
bleeds	bleed	v	904	14888
shocked	shock	v	10812	14881
shock	shock	v	2580	14881
shocks	shock	v	811	14881
shocking	shock	v	678	14881
seventh	seventh	m	14877	14877
fixed	fixed	j	14876	14876
broadcast	broadcast	n	12068	14871
broadcasts	broadcast	n	2803	14871
disclose	disclose	v	7092	14858
disclosed	disclose	v	5586	14858
disclosing	disclose	v	1633	14858
discloses	disclose	v	547	14858
execution	execution	n	12506	14857
executions	execution	n	2351	14857
pal	pal	n	10816	14857
pals	pal	n	4041	14857
chuckles	chuckle	v	8137	14855
chuckled	chuckle	v	3686	14855
chuckling	chuckle	v	2165	14855
chuckle	chuckle	v	867	14855
pumped	pump	v	5312	14855
pump	pump	v	4590	14855
pumping	pump	v	4544	14855
pumps	pump	v	409	14855
density	density	n	12998	14854
densities	density	n	1856	14854
correction	correction	n	8921	14850
corrections	correction	n	5929	14850
representative	representative	j	14835	14835
jump	jump	n	13707	14819
jumps	jump	n	1112	14819
repair	repair	v	8081	14803
repaired	repair	v	3446	14803
repairing	repair	v	2455	14803
repairs	repair	v	821	14803
kinda	kinda	r	14792	14792
relieved	relieve	v	7824	14789
relieve	relieve	v	5456	14789
relieving	relieve	v	822	14789
relieves	relieve	v	687	14789
teammates	teammate	n	9896	14789
teammate	teammate	n	4893	14789
brush	brush	n	11961	14780
brushes	brush	n	2819	14780
corridor	corridor	n	10919	14779
corridors	corridor	n	3860	14779
russians	Russian	n	13973	14778
russian	Russian	n	805	14778
enthusiasm	enthusiasm	n	14486	14777
enthusiasms	enthusiasm	n	291	14777
extended	extended	j	14776	14776
rooted	root	v	8320	14773
rooting	root	v	3089	14773
root	root	v	2921	14773
roots	root	v	443	14773
alright	alright	r	14773	14773
panic	panic	n	14325	14761
panics	panic	n	435	14761
pad	pad	n	9406	14749
pads	pad	n	5343	14749
bid	bid	n	12202	14746
bids	bid	n	2544	14746
mild	mild	j	13291	14741
milder	mild	j	1179	14741
mildest	mild	j	271	14741
productivity	productivity	n	14702	14732
productivities	productivity	n	30	14732
guess	guess	n	13629	14729
guesses	guess	n	1100	14729
tucked	tuck	v	9831	14721
tuck	tuck	v	2989	14721
tucking	tuck	v	1233	14721
tucks	tuck	v	668	14721
defeat	defeat	n	12567	14716
defeats	defeat	n	2149	14716
railroad	railroad	n	12039	14713
railroads	railroad	n	2674	14713
frozen	frozen	j	14710	14710
minimize	minimize	v	9300	14707
minimizing	minimize	v	2236	14707
minimized	minimize	v	1706	14707
minimizes	minimize	v	1018	14707
minimise	minimize	v	296	14707
minimising	minimize	v	79	14707
minimised	minimize	v	51	14707
minimises	minimize	v	21	14707
amid	amid	i	14704	14704
inspection	inspection	n	10262	14686
inspections	inspection	n	4424	14686
cab	cab	n	13288	14672
cabs	cab	n	1384	14672
expected	expected	j	14670	14670
nonsense	nonsense	n	14525	14670
non-sense	nonsense	n	129	14670
nonsenses	nonsense	n	16	14670
leap	leap	v	3837	14664
leaped	leap	v	3109	14664
leapt	leap	v	2803	14664
leaping	leap	v	2749	14664
leaps	leap	v	2166	14664
drafted	draft	v	7648	14645
draft	draft	v	4543	14645
drafting	draft	v	2144	14645
drafts	draft	v	310	14645
riders	rider	n	8289	14637
rider	rider	n	6348	14637
theology	theology	n	14166	14636
theologies	theology	n	470	14636
terrific	terrific	j	14632	14632
accent	accent	n	11561	14628
accents	accent	n	3067	14628
invitation	invitation	n	11599	14626
invitations	invitation	n	3027	14626
reply	reply	n	11439	14613
replies	reply	n	3174	14613
israelis	Israeli	n	12104	14606
israeli	Israeli	n	2502	14606
liar	liar	n	11486	14604
liars	liar	n	3118	14604
oversee	oversee	v	4148	14601
oversees	oversee	v	3847	14601
overseeing	oversee	v	3284	14601
oversaw	oversee	v	1912	14601
overseen	oversee	v	1398	14601
overseed	oversee	v	12	14601
awkward	awkward	j	14591	14591
registration	registration	n	13743	14577
registrations	registration	n	834	14577
suburban	suburban	j	14563	14577
sub-urban	suburban	j	14	14577
handle	handle	n	11828	14576
handles	handle	n	2748	14576
momentum	momentum	n	14488	14567
momenta	momentum	n	79	14567
instantly	instantly	r	14557	14557
clerk	clerk	n	11329	14547
clerks	clerk	n	3218	14547
chin	chin	n	13926	14538
chins	chin	n	612	14538
hockey	hockey	n	14536	14536
laser	laser	n	11882	14523
lasers	laser	n	2641	14523
proposition	proposition	n	11828	14515
propositions	proposition	n	2687	14515
robbed	rob	v	5980	14506
rob	rob	v	5238	14506
robbing	rob	v	2528	14506
robs	rob	v	760	14506
beam	beam	n	9221	14505
beams	beam	n	5284	14505
ancestors	ancestor	n	11230	14501
ancestor	ancestor	n	3271	14501
creativity	creativity	n	14474	14474
verse	verse	n	9546	14470
verses	verse	n	4924	14470
casual	casual	j	14469	14469
objection	objection	n	8304	14466
objections	objection	n	6162	14466
clever	clever	j	14124	14465
cleverest	clever	j	173	14465
cleverer	clever	j	168	14465
given	given	c	14460	14460
shoved	shove	v	6380	14456
shove	shove	v	4239	14456
shoving	shove	v	2488	14456
shoves	shove	v	1349	14456
revolutionary	revolutionary	j	14456	14456
carbohydrate	carbohydrate	n	4851	14454
carbohydrates	carbohydrate	n	3987	14454
carb	carbohydrate	n	2475	14454
carbs	carbohydrate	n	2319	14454
carbo	carbohydrate	n	801	14454
carbos	carbohydrate	n	21	14454
steam	steam	n	14248	14454
steams	steam	n	206	14454
reportedly	reportedly	r	14446	14446
glance	glance	n	12224	14445
glances	glance	n	2221	14445
forehead	forehead	n	13692	14437
foreheads	forehead	n	737	14437
fore-head	forehead	n	8	14437
resume	resume	v	7652	14434
resumed	resume	v	4287	14434
resumes	resume	v	1541	14434
resuming	resume	v	954	14434
slide	slide	n	9789	14433
slides	slide	n	4644	14433
sheep	sheep	n	14333	14430
sheeps	sheep	n	97	14430
good	good	r	14423	14423
carpet	carpet	n	12433	14417
carpets	carpet	n	1984	14417
cloth	cloth	n	13249	14408
cloths	cloth	n	1159	14408
interior	interior	n	12104	14401
interiors	interior	n	2297	14401
full-time	full-time	j	14401	14401
running	running	n	14363	14396
runnings	running	n	33	14396
questionnaire	questionnaire	n	10510	14392
questionnaires	questionnaire	n	3882	14392
compromise	compromise	v	6975	14391
compromised	compromise	v	5264	14391
compromising	compromise	v	2152	14391
departure	departure	n	12703	14389
departures	departure	n	1686	14389
behalf	behalf	i	14387	14387
graph	graph	n	10816	14381
graphs	graph	n	3565	14381
diplomatic	diplomatic	j	14381	14381
thief	thief	n	8449	14374
thieves	thief	n	5925	14374
herbs	herb	n	7638	14373
herb	herb	n	6735	14373
subsidies	subsidy	n	10402	14371
subsidy	subsidy	n	3969	14371
cast	cast	n	12910	14354
casts	cast	n	1444	14354
fossil	fossil	n	11034	14345
fossils	fossil	n	3311	14345
patrol	patrol	n	11823	14342
patrols	patrol	n	2519	14342
pulse	pulse	n	12170	14341
pulses	pulse	n	2171	14341
mechanics	mechanic	n	9591	14340
mechanic	mechanic	n	4749	14340
cattle	cattle	n	14338	14338
screening	screening	n	12176	14328
screenings	screening	n	2152	14328
continuing	continuing	j	14322	14322
electoral	electoral	j	14322	14322
supposedly	supposedly	r	14318	14318
dignity	dignity	n	14249	14312
dignities	dignity	n	63	14312
prophet	prophet	n	9864	14308
prophets	prophet	n	4444	14308
commentary	commentary	n	12596	14305
commentaries	commentary	n	1709	14305
sort	sort	v	7191	14299
sorting	sort	v	3416	14299
sorted	sort	v	3292	14299
sorts	sort	v	400	14299
spread	spread	n	13959	14295
spreads	spread	n	336	14295
servings	serving	n	8873	14291
serving	serving	n	5418	14291
safely	safely	r	14286	14286
homework	homework	n	14262	14277
homeworks	homework	n	15	14277
allegedly	allegedly	r	14263	14263
android	Android	n	13844	14261
androids	Android	n	417	14261
alpha	alpha	n	13649	14253
alphas	alpha	n	604	14253
inserted	insert	v	5835	14249
insert	insert	v	5259	14249
inserting	insert	v	2264	14249
inserts	insert	v	891	14249
mortality	mortality	n	14060	14244
mortalities	mortality	n	184	14244
contend	contend	v	6977	14242
contends	contend	v	4226	14242
contended	contend	v	2398	14242
contending	contend	v	641	14242
elephant	elephant	n	9180	14238
elephants	elephant	n	5058	14238
solely	solely	r	14236	14236
hurt	hurt	j	14232	14232
continent	continent	n	10786	14230
continents	continent	n	3444	14230
attributes	attribute	n	8429	14222
attribute	attribute	n	5793	14222
ecosystem	ecosystem	n	8203	14216
ecosystems	ecosystem	n	5909	14216
eco-system	ecosystem	n	80	14216
eco-systems	ecosystem	n	24	14216
leave	leave	n	14202	14202
nearby	nearby	r	14195	14195
olive	olive	j	14192	14192
syndrome	syndrome	n	13514	14192
syndromes	syndrome	n	678	14192
minimum	minimum	n	13244	14187
minimums	minimum	n	531	14187
minima	minimum	n	412	14187
catch	catch	n	12702	14181
catches	catch	n	1479	14181
abstract	abstract	j	14180	14180
accusations	accusation	n	9663	14179
accusation	accusation	n	4516	14179
coming	coming	j	14178	14178
socks	sock	n	10451	14170
sock	sock	n	3719	14170
pickup	pickup	n	10949	14166
pick-up	pickup	n	1630	14166
pickups	pickup	n	1442	14166
pick-ups	pickup	n	145	14166
shuttle	shuttle	n	12982	14163
shuttles	shuttle	n	1181	14163
improved	improved	j	14162	14162
calculations	calculation	n	7858	14158
calculation	calculation	n	6300	14158
innovative	innovative	j	14152	14152
demographic	demographic	j	14150	14150
accommodate	accommodate	v	10592	14139
accommodating	accommodate	v	1572	14139
accommodated	accommodate	v	1291	14139
accommodates	accommodate	v	684	14139
jaw	jaw	n	9618	14133
jaws	jaw	n	4515	14133
unfair	unfair	j	14123	14132
unfairest	unfair	j	9	14132
tragic	tragic	j	14131	14131
comprised	comprise	v	5640	14123
comprise	comprise	v	3279	14123
comprising	comprise	v	2677	14123
comprises	comprise	v	2527	14123
faster	faster	j	14118	14118
nutrition	nutrition	n	14118	14118
mentor	mentor	n	9535	14114
mentors	mentor	n	4578	14114
stance	stance	n	12879	14103
stances	stance	n	1224	14103
rabbit	rabbit	n	10110	14099
rabbits	rabbit	n	3989	14099
pause	pause	n	12599	14099
pauses	pause	n	1496	14099
dot	dot	n	7895	14080
dots	dot	n	6185	14080
contributor	contributor	n	8234	14076
contributors	contributor	n	5842	14076
cooperate	cooperate	v	8375	14075
cooperating	cooperate	v	3506	14075
cooperated	cooperate	v	1563	14075
cooperates	cooperate	v	322	14075
co-operate	cooperate	v	206	14075
co-operating	cooperate	v	62	14075
co-operated	cooperate	v	28	14075
co-operates	cooperate	v	13	14075
disk	disk	n	10987	14075
disks	disk	n	3088	14075
hesitated	hesitate	v	6103	14073
hesitate	hesitate	v	5623	14073
hesitates	hesitate	v	1613	14073
hesitating	hesitate	v	734	14073
regard	regard	i	14070	14070
offended	offend	v	8124	14068
offend	offend	v	3937	14068
offends	offend	v	1051	14068
offending	offend	v	956	14068
exploit	exploit	v	6730	14067
exploited	exploit	v	4129	14067
exploiting	exploit	v	3208	14067
compelled	compel	v	7580	14061
compelling	compel	v	2859	14061
compel	compel	v	2516	14061
compels	compel	v	1106	14061
likelihood	likelihood	n	13969	14049
likelihoods	likelihood	n	80	14049
siblings	sibling	n	9823	14047
sibling	sibling	n	4224	14047
southeast	southeast	n	13755	14046
south-east	southeast	n	291	14046
gorgeous	gorgeous	j	14044	14044
undertaken	undertake	v	5752	14043
undertake	undertake	v	4451	14043
undertook	undertake	v	1787	14043
undertaking	undertake	v	1559	14043
undertakes	undertake	v	494	14043
painter	painter	n	9541	14037
painters	painter	n	4496	14037
residential	residential	j	14034	14034
counterparts	counterpart	n	9636	14033
counterpart	counterpart	n	4397	14033
believers	believer	n	7765	14032
believer	believer	n	6267	14032
lamp	lamp	n	9101	14028
lamps	lamp	n	4927	14028
inmates	inmate	n	9703	14023
inmate	inmate	n	4320	14023
thoroughly	thoroughly	r	14022	14022
trace	trace	n	8792	14018
traces	trace	n	5226	14018
freaking	freak	v	6290	14012
freaked	freak	v	3582	14012
freak	freak	v	3054	14012
freaks	freak	v	1086	14012
filter	filter	n	9391	14005
filters	filter	n	4614	14005
pillow	pillow	n	9468	14004
pillows	pillow	n	4536	14004
orbit	orbit	n	11242	14003
orbits	orbit	n	2761	14003
