word	stem	TP	wordfreq	stemfreq
pinagpakilalahanan	kilalahan	0.013513513513513514	1	74
tinalupang	talupa	0.65	13	20
pagkakaluto	luto	0.0027292780498747522	73	26747
tahong	taho	0.262847965738758	491	1868
nagkakandili	ndili	0.2761904761904762	87	315
nangangatang	angata	0.16666666666666666	1	6
pagpapatigas	patigas	0.07936507936507936	35	441
nilalabhan	laba	0.008222856183923478	49	5959
kumukulo	kulo	0.03111761937137179	595	19121
isinasawak	sinasawak	1.0	2	2
binubuhusan	buhos	0.007391590013140605	90	12176
pinatatagal	tagal	0.001301327353900979	130	99898
itinda	tinda	0.002724132898769276	56	20557
pakiwaring	wari	0.002304147465437788	11	4774
aprubado	aprubado	0.8422619047619048	1415	1680
nakikipagkita	kipagkita	0.1095890410958904	208	1898
pabanghi	banghi	1.0	1	1
pambaybaying	bayi	0.0009182736455463728	1	1089
dyanra	dyanra	1.0	24	24
pampulitiko	pulitiko	0.0019347349413130401	15	7753
damdami	dami	2.3232701317810446e-05	9	387385
napupunuan	puno	0.000524799451638124	49	93369
natatapuan	tapo	0.002631578947368421	1	380
napapasalin	salin	5.385899714547315e-05	1	18567
mapagpadamang	pagpadama	0.6	3	5
maragdagan	dagdag	0.0008451096900102807	97	114778
nagtatampo	tampo	0.14941960978019264	605	4049
tudla	tudla	0.21243523316062177	41	193
paibigin	tibig	0.010749038243946595	95	8838
pangkatpusan	katpos	0.006060606060606061	1	165
ginataang	taa	0.2779220779220779	214	770
nangangaulugang	angauluga	1.0	2	2
iintindi	tindi	0.0006536909022568678	40	61191
umuusos	umuusos	1.0	2	2
nakalahati	kalahati	0.359375	23	64
paghahamon	hamon	0.009974276864927292	190	19049
ibabawal	bawal	0.0022145050078010973	88	39738
mangalakal	alakal	0.7838827838827839	214	273
ipagtatanggol	tanggol	0.04376130198915009	605	13825
sisisihin	sisisi	0.03307434599757645	464	14029
pagtanggol	tanggol	0.0237251356238698	328	13825
pagsasagot	sagot	0.0004915302063516625	54	109861
napatungo	patungo	0.7053140096618358	146	207
bumanga	banga	0.006779661016949152	12	1770
pagligtas	ligtas	0.006402065182316876	496	77475
kreyn	kreyn	1.0	511	511
nakasabi	kasabi	0.006222775357809583	10	1607
nasanhi	sanhi	0.0001872854021433774	9	48055
makipagbuo	pagbuo	0.006711409395973154	1	149
repasuhin	depaso	0.6409952606635071	1082	1688
pagbabawalan	bawal	0.006995822638280739	278	39738
nagpaptunay	papton	1.0	3	3
isangguni	sangguni	0.039222829386763816	323	8235
pampagalit	alit	0.0006128285441917473	9	14686
paggalng	paggal	0.75	6	8
pribilehyo	pribilehyo	1.0	4	4
naipadalang	tipadala	0.03182751540041068	62	1948
titiwala	tiwala	0.0021057718862192766	61	28968
manoryalismo	noryalismo	0.8333333333333334	5	6
inireserba	ireserba	0.9615384615384616	25	26
nakapintong	kapinto	0.14814814814814814	4	27
pasubaling	subali	0.1415807560137457	206	1455
pinaglalaanang	lalaana	0.5	5	10
pinagpapasukang	pasuka	0.002197802197802198	1	455
pagpulandit	pulandit	0.15289256198347106	37	242
haplos	haplos	0.29969551979121356	689	2299
himas	himas	0.23521576984549813	883	3754
panirahang	niraha	0.2	7	35
pambakasyon	bakasyon	0.0002673618073658178	4	14961
pinapamahagi	pamahagi	0.032679738562091505	15	459
pursigihin	pursigi	0.033012379642365884	24	727
magpapasiya	pasiya	0.04887218045112782	195	3990
lumipadkahit	lipadkahit	1.0	1	1
pagyurak	pagyurak	0.9785714285714285	548	560
natutugunan	tugon	0.0169102955095173	804	47545
magpatawag	tawag	0.0030067637058816413	497	165294
mainip	tinip	0.47299077733860345	359	759
pagkahagis	kahagis	0.8524590163934426	208	244
nakakaharap	harap	0.0016678708130293761	217	130106
magkagalit	galit	0.00315070402899763	113	35865
aagawin	aagaw	0.14281790716836035	520	3641
pinagkatiwala	katiwala	0.0432407828857533	95	2197
berong	bero	0.3392857142857143	19	56
kinonsagran	konsagar	1.0	1	1
umupong	umupo	0.02035928143712575	153	7515
tamburin	tambod	1.0	25	25
kumakalansing	kalansi	0.5869565217391305	27	46
alog	alog	0.009925666812418014	454	45740
pinagbuting	buti	0.0007889343383670774	92	116613
ampaw	ampaw	0.9821428571428571	165	168
tinusta	tusta	0.03684210526315789	14	380
pampagdidisenyo	didisenyo	1.0	1	1
mapasulong	pasulo	0.29457917261055633	413	1402
reheneratibong	deheneratibo	0.3333333333333333	1	3
pinaglayag	layag	0.0020224719101123597	9	4450
kapuluangspice	puluangspice	1.0	1	1
kasalakuyan	salakoy	1.0	146	146
mambibigkas	bigkas	0.001985918035746525	33	16617
tulain	tula	0.0017986124989293974	63	35027
balmori	balmori	1.0	6	6
konspeto	konspeto	0.8387096774193549	26	31
napasya	pasya	0.00041612174533349185	7	16822
napagtatantong	tatanto	0.0231023102310231	7	303
tinatrabahuan	tatrabaho	0.00022796352583586625	6	26320
ikalabinlimang	labinlima	0.13678065054211844	164	1199
ginagamnit	gamnit	0.125	1	8
gumaglaw	gaglaw	1.0	2	2
alongpunsiyong	alongpunsiyo	1.0	1	1
pinipisa	pisa	0.003762227238525207	5	1329
pinalalamig	lamig	0.001000680462714646	25	24983
nakabibighani	bibighani	0.625	60	96
nalalason	lason	0.00855403849317322	52	6079
pagbubulok	bulok	0.0008951215873489483	6	6703
ipinalalawak	lalawak	0.04878048780487805	2	41
pagpapalibang	paliba	0.7	28	40
pagkukunwaring	kunwari	0.016339379403387796	109	6671
pasiyahin	siya	7.697420635952571e-05	74	961361
mapagpakitang	pagpakita	0.006211180124223602	1	161
katakdaan	takda	0.0022131362766795453	59	26659
dirieksiyon	dirieksiyon	1.0	1	1
presong	preso	0.09320078111130836	525	5633
nakatatawa	tatawa	0.7687224669603524	349	454
makakatamasa	katamasa	0.6	12	20
baryonikong	baryoniko	0.2	1	5
obersbasyon	obersbasyon	1.0	2	2
balagtasang	balagtasa	0.9047619047619048	38	42
pinaglalayag	layag	0.0006741573033707865	3	4450
paggagarahe	dahe	0.0006978367062107466	1	1433
pagsasamakabago	samakabago	0.25	1	4
calauageño	calauageño	1.0	1	1
hinahabla	habla	0.0038314176245210726	3	783
dinedemanda	demanda	0.006754474839581222	20	2961
nirereklamo	dereklamo	0.03496882624017349	129	3689
maiklingkamay	tiklingkam	1.0	1	1
oksihenasyon	oksihenasyon	1.0	215	215
inilulustra	ilulustra	1.0	1	1
jjimisang	jjimisa	1.0	1	1
pinaiklingraptor	tiklingraptor	1.0	1	1
dosenong	doseno	1.0	1	1
latagan	latag	0.03900352289884248	155	3974
mapapatungan	tunag	0.009376273950264982	23	2453
natutubigan	tubig	0.000139629052151451	12	85942
minamatyagan	matyag	0.16826923076923078	140	832
llda	llda	1.0	271	271
napahintulot	pahintulot	0.0027649769585253456	9	3255
bumbay	bumbay	0.9896313364055299	859	868
pinakakanluranin	nluran	0.00036469730123997083	3	8226
maglagak	lagak	0.18840579710144928	468	2484
sasakamay	sakam	0.0045871559633027525	1	218
nagbibili	bili	0.010392534342676282	637	61294
mangalap	alap	0.7466174661746617	607	813
iniluluwa	iluluwa	1.0	78	78
magtapat	tapat	0.007147814018043026	309	43230
nagtapat	tapat	0.0069164931760351605	299	43230
gulanit	gulanit	0.3096774193548387	48	155
nakalat	kalat	0.0019338203695745595	63	32578
nagkokompirma	kompirma	0.007792207792207792	3	385
matyagan	matyag	0.0829326923076923	69	832
minimithi	mithi	0.21361746361746362	822	3848
garote	dote	0.28448275862068967	66	232
masulsulan	sulsol	0.11359404096834265	61	537
umalipin	umalip	1.0	47	47
konikong	koniko	0.1111111111111111	2	18
inkripsiyong	kripsiyo	1.0	1	1
desisibong	desisibo	0.5	2	4
napakinggang	pakingga	0.9252336448598131	99	107
naiguhit	tiguhit	0.6341463414634146	52	82
naipintang	tipinta	0.007751937984496124	2	258
pagnyayaring	pagnyayari	0.5	1	2
pagiistimulado	iistimulado	1.0	1	1
naisasabi	tisasabi	0.11764705882352941	2	17
isangtagatanggap	sangtagatanggap	1.0	1	1
tagapaghugas	paghugas	0.797752808988764	71	89
kaluluha	luha	0.0006769971415676245	9	13294
dalitang	dalita	0.0017960486928756735	9	5011
katawanan	tawan	0.000910697661868077	135	148238
pagaawit	aawit	0.012385670731707318	65	5248
bayolente	bayolente	0.46572934973637964	265	569
natitirhan	tira	0.00044478166452997043	17	38221
istrakurang	strakura	1.0	2	2
pagsasabotahe	sabotahe	0.03254437869822485	22	676
pagdadasal	dasal	0.02053556760308855	250	12174
pagninilaynilay	laynil	0.7947976878612717	275	346
isasagalang	sagala	0.009009009009009009	1	111
penshoppe	penshoppe	1.0	123	123
palimos	limos	0.025030775543701273	61	2437
samsoon	samsoon	1.0	119	119
relos	delos	0.16095257647300348	784	4871
enggrande	enggrande	0.25892857142857145	29	112
halagang4	halagang4	1.0	1	1
makapagpahayag	pagpahayag	0.5583941605839416	153	274
pakikipaghalikan	kipaghalik	0.34065934065934067	93	273
akinmatanaw	akinmatanaw	1.0	1	1
bukasmagiging	bukasmagigi	1.0	1	1
teatroang	teatroa	1.0	1	1
kailangantaun	langantaon	1.0	1	1
garantisadong	dantisado	0.695364238410596	1155	1661
hihirangin	hirang	0.6922398589065256	785	1134
protosowa	protosowa	1.0	474	474
pagpuprotesta	puprotesta	0.11864406779661017	7	59
kabansagan	bansag	0.0016795431642593216	5	2977
kalangitang	langita	0.49122807017543857	56	114
dinamitan	damit	0.006922749218971883	195	28168
pinamayanan	payan	0.0006926167059149467	5	7219
nilog	nilog	0.7777777777777778	7	9
pampangin	panag	0.04986149584487535	36	722
sumara	sumara	1.0	180	180
pinagyayaman	pagyayam	0.6826923076923077	142	208
wawaluhin	walo	0.0010261146170027192	20	19491
lalabindalawahin	labindalawa	0.015366772977674688	53	3449
waluhing	waluhi	0.14583333333333334	7	48
matalinghaga	talinghaga	0.03492157443030482	118	3379
pinakasinasalitang	kasinasalita	0.5	1	2
dadagdag	dadagdag	0.026905829596412557	156	5798
maimplementa	timplementa	0.65625	42	64
hulihahan	huliha	0.0016542597187758478	2	1209
ehipsisyo	ehipsisyo	1.0	1	1
lumpiat	lumpiat	1.0	7	7
pagkakamatay	matay	0.0025737186557835134	70	27198
nakasalin	kasal	0.005797308903521328	162	27944
pangbata	bata	0.0001602176111198143	45	280868
naloko	loko	0.07064524356031625	1108	15684
pinoprotekahan	poproteka	0.75	3	4
pinapili	pili	0.0023271415992284794	222	95396
pinapanganak	panganak	0.011759517859767749	80	6803
pinagkamalan	kamal	0.0391025641025641	61	1560
pinabibidahan	bida	0.00013997760358342665	2	14288
namimina	pimina	0.4696969696969697	31	66
pagpapatrabaho	patrabaho	0.4823529411764706	41	85
nagpapangkat	pangkat	0.0005435890466807093	8	14717
pilipisan	pilipis	1.0	34	34
pangkatihang	tiha	0.0010857763300760044	1	921
nagdurugong	durugo	0.031163434903047092	45	1444
metalikang	metalika	0.9857142857142858	276	280
bibisitahin	bisita	0.011936703779604083	565	47333
tumawa	tumawa	1.0	3108	3108
nasasaktan	sakat	0.1722624074925785	4120	23917
pagpapaliwanang	liwana	0.055299539170506916	24	434
tagapagmakinilya	pagmakinilya	1.0	11	11
ikwento	kwento	0.017597551644988524	759	43131
katuwiranan	tuwiran	0.004199720018665422	9	2143
ipinagbebenta	bebenta	0.1518987341772152	24	158
nagbihis	bihis	0.16815263908701855	943	5608
cecille	cecille	1.0	455	455
tatlongpung	tatlongpo	0.6103896103896104	94	154
pambaseng	base	4.804458537522821e-05	2	41628
pinahinang	hina	0.0003237569437344511	19	58686
iiniksiyunan	iksiyon	0.007407407407407408	1	135
pagiiniksiyon	iiniksiyon	0.23529411764705882	4	17
hintayin	hintay	0.08342945785768267	4195	50282
pagbisitang	bisita	0.0016690258382101282	79	47333
nabakunahan	bakuna	0.12864050376700775	1144	8893
pinamagatangkasaping	atangkasapi	1.0	1	1
pagdadaliri	daliri	0.00011310617842499647	4	35365
pagpapananabik	pananabik	0.125	2	16
sarahan	sara	0.0032778618255168935	65	19830
eksemang	eksema	0.0024906600249066002	2	803
atopikong	atopiko	1.0	2	2
sinasakayang	sakaya	0.078125	5	64
byuda	byuda	0.8169014084507042	58	71
maglabing	labi	0.00011647206126430422	4	34343
pinagtatalaan	tala	0.00010044867072925734	3	29866
tsiminea	tsiminea	1.0	55	55
bongga	bongga	0.6377923976608187	1745	2736
pamimintas	pimintas	0.6269113149847095	205	327
pagsusuti	suti	0.5	3	6
makapgmuni	pgmuni	1.0	1	1
magmukmok	mukmok	0.33035714285714285	148	448
iniunat	iunat	1.0	657	657
magbanggit	banggit	0.0035587841432318896	194	54513
iwinawaksi	winawaksi	1.0	56	56
ipagsawalang	sawala	0.0712166172106825	48	674
ipinapagsawalang	pinapagsawala	1.0	2	2
magkakatipong	katipo	0.1	1	10
pinagpanganakan	nganak	0.02127659574468085	2	94
retaso	detaso	0.7954545454545454	105	132
kusot	kusot	0.38197424892703863	89	233
pangkat731	pangkat731	1.0	1	1
eeksperementuhan	eeksperemento	1.0	1	1
gagapang	gapa	0.038860103626943004	105	2702
bilangpuno	bilangpuno	1.0	1	1
nirerepensiya	derepensiya	1.0	1	1
magkaroo	doo	0.004527447651386531	8	1767
pumuputak	putak	0.04222648752399232	22	521
probinsyano	probinsyano	0.9775086505190311	2260	2312
niyanig	niyanig	1.0	1732	1732
magtatanungan	tanong	0.00034011677342554275	6	17641
masama5	sama5	1.0	1	1
uutusan	uutos	0.08016877637130802	304	3792
tutumbasan	tumbas	0.004679144385026738	56	11968
kating	kati	0.005764277830015126	141	24461
pagbulay	bulay	0.004219409282700422	2	474
bulay	bulay	0.12447257383966245	59	474
nagpaayos	tayos	0.0015633496465470365	69	44136
biyahero	biya	0.02759467040673212	787	28520
kaliitliitan	liit	0.0012069304629248841	135	111854
nanghihinang	hina	0.0016187847186722557	95	58686
lunsad	lunsad	0.004177640541276905	46	11011
pagdasal	dasal	0.015524889107934944	189	12174
teolohiyong	teolohiyo	0.5	2	4
isinatupad	sinatupad	1.0	12	12
pagdalisay	dalis	0.122264631043257	961	7860
nahahantungan	hantong	0.0013166556945358788	4	3038
lumalalim	lalim	0.005524242378937611	739	133774
paggulpi	gulpi	0.013788575180564675	21	1523
ginagamait	gamait	0.6666666666666666	6	9
gataong	tao	1.2675283324270506e-05	10	788937
ipinarada	pinarada	0.9741100323624595	301	309
mapuspos	puspos	0.11430527036276524	334	2922
pumapalakpak	palakpak	0.2729624838292367	211	773
nagdadasal	dasal	0.06949236076885165	846	12174
magkalabang	gkalaba	1.0	215	215
bugbugan	bugan	0.34725274725274724	158	455
alupihan	alupi	1.0	118	118
pambalakang	balaka	0.00034423407917383823	1	2905
bipurkasyon	bipurkasyon	1.0	1	1
tinatawid	tawid	0.013659709321385641	125	9151
salpukan	salpok	0.1735895846249225	1120	6452
kumukurbang	kurba	0.001076426264800861	1	929
insentibong	sentibo	0.08	132	1650
ipinagalan	pinagal	1.0	2	2
masakyan	sakay	0.005577557335506628	438	78529
kabastusang	bastusa	0.8863636363636364	39	44
susupot	supot	0.00045310376076121433	1	2207
hulugang	huluga	0.025627044711014176	47	1834
bababad	bababad	0.00718132854578097	4	557
nakilalaang	kilalaa	0.05263157894736842	1	19
kanyananiniwala	kanyananiniwala	1.0	1	1
ikararangal	darangal	0.07379518072289157	98	1328
lupainhabang	lupainhaba	1.0	1	1
karagatanang	dagatana	0.9166666666666666	11	12
tinigna	tigna	0.031496062992125984	4	127
kakaibiang	ibia	0.6	3	5
pagsasapi	sapi	0.0005718860802928057	10	17486
pagpapakalansing	pakalansi	0.6666666666666666	4	6
nakikipagtagisan	kipagtagis	0.23841059602649006	36	151
matatantya	tantya	0.004433497536945813	9	2030
napakamalapit	pakamalapit	1.0	16	16
lingguwistikong	lingguwistiko	0.3559322033898305	21	59
ikategorya	tegorya	0.0047683310841205575	53	11115
muyak	muyak	1.0	8	8
nagtatanging	tangi	6.325910931174089e-05	5	79040
kahalugan	halog	0.1388888888888889	5	36
pagbabantas	bantas	0.11898016997167139	42	353
pagsasatsatan	sasatsat	0.05555555555555555	1	18
pangkaibigan	ibig	0.0016141573409710534	328	203202
nilalapian	lapi	0.0019034435023360444	11	5779
kinaltas	kaltas	0.14094350611531742	242	1717
pinagkakabit	kabit	0.0014857264140931763	14	9423
tuldukuwit	tuldukuwit	1.0	7	7
naguguluhan	ugulo	0.6703499079189686	1456	2172
panipi	nipi	0.956953642384106	289	302
kulungin	kulong	0.00778855975485189	61	7832
